Ligand,Smiles
CHEMBL5185474,Cl.Oc1cc(Br)ccc1C1NCCc2c1[nH]c1ccc(F)cc21
CHEMBL5270670,COc1cc(C[C@H]2CCC[C@H](c3ccccc3O)N2)c(OC)cc1C#N
CHEMBL5278577,COc1cc(CC2CCCC(c3ccccc3O)N2)c(OC)cc1C#N
CHEMBL3581256,COc1cc2c(cc1OCc1ccc(Br)cc1)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C
CHEMBL5077004,CCn1cc(CCN(C)C)c2c(O)cccc21
CHEMBL5198862,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(CC(=O)N(C)C)CC2)cc1
CHEMBL5181432,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(CCC(F)(F)F)cc2)CC1
CHEMBL319706,C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1
CHEMBL5190152,[2H]C([2H])(c1c[nH]c2cccc(F)c12)[C@H]1CCCN1C([2H])([2H])[2H]
CHEMBL5181272,[2H]C([2H])([2H])N1CCC[C@H]1Cc1c[nH]c2cccc(OCc3ccccc3)c12
CHEMBL5194545,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc3c(c2)CCC(C)(C)O3)CC1
CHEMBL5188736,Cl.Oc1ccc(C2NCCc3c2[nH]c2ccc(O)cc32)cc1
CHEMBL5177505,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1Br
CHEMBL295234,CC1=NCCc2c1[nH]c1ccccc21
CHEMBL4795286,Cl.Oc1cccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)c1
CHEMBL5191581,CC(C)C1Cc2cc(CNC(=O)N(Cc3ccc(F)cn3)C3CCN(C)CC3)ccc2O1
CHEMBL5205849,CC(C)c1cc2cc(CNC(=O)N(Cc3ccc(F)cn3)C3CCN(C)CC3)ccc2o1
CHEMBL5192557,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3c1cncnc1
CHEMBL5204813,COc1cc2c(cc1OC)-c1c(OC)c(OCc3ccccc3)cc3c1[C@H](C2)N(C)CC3
CHEMBL5182943,COc1cc(OC)c(C2NCCc3c2[nH]c2ccc(F)cc32)cc1OC.Cl
CHEMBL3581250,CCCC(C)Oc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3
CHEMBL5194467,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3c1cc(Cl)ccc1O
CHEMBL5188817,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3c1cc(Br)ccc1O
CHEMBL5183463,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3C1CCCCC1
CHEMBL4790446,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1Cl
CHEMBL5209080,COc1ccccc1C1NCCc2c1[nH]c1ccc(Cl)cc21.Cl
CHEMBL5170614,Cl.Oc1ccc(C2NCCc3c2[nH]c2ccc(F)cc32)cc1
CHEMBL5194324,Cl.Fc1ncccc1C1NCCc2c1[nH]c1ccc(Cl)cc21
CHEMBL5177927,CCCC1NCCc2c1[nH]c1ccc(Cl)cc21.Cl
CHEMBL5189339,Cl.Oc1c(Br)cccc1C1NCCc2c1[nH]c1ccc(F)cc21
CHEMBL5196522,Cl.Oc1cc(Cl)ccc1C1NCCc2c1[nH]c1ccc(F)cc21
CHEMBL5200026,Oc1ccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)c(O)c1
CHEMBL5176147,COc1cc(CCNC2CCOc3ccccc32)c(OC)cc1Br
CHEMBL5184906,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCCC(F)(F)F)cc2)CC1
CHEMBL5198919,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCCC(F)F)cc2)CC1
CHEMBL5184297,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCC(C)(C)F)cc2)CC1
CHEMBL5208211,CC(C)Cc1ccc(CNC(=O)N(Cc2ccc(F)cn2)C2CCN(C)CC2)cc1
CHEMBL4789856,C/C(=N\Nc1nc2ccccc2s1)c1ccccn1
CHEMBL5188950,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCC(F)(F)F)c(Cl)c2)CC1
CHEMBL4870675,COc1cccc(-c2n[nH]cc2N2CCNCC2)c1
CHEMBL197664,CN(C)CCc1cn(C)c2cccc(O)c12
CHEMBL5079070,CC(C)N(C)CCc1cn(C)c2cccc(O)c12
CHEMBL5205903,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCC(F)(F)F)cc2)CC1
CHEMBL5194786,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCC(N(C)C)C2)cc1
CHEMBL49623,C[C@@H]([C@H](O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1
CHEMBL113830,C[C@H]([C@@H](O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1
CHEMBL5208882,COc1cc2c(cc1OC)-c1c(OC)c(OC3CCCCC3)cc3c1[C@H](C2)N(C)CC3
CHEMBL5193251,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3CCc1ccccc1
CHEMBL5174331,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3c1ccc(Cl)s1
CHEMBL5205884,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3C(c1ccccc1)c1ccccc1
CHEMBL5206340,COc1ccc2cc(C3NCCc4c3[nH]c3ccc(F)cc43)ccc2c1.Cl
CHEMBL4752919,CC(=O)Nc1ccc(OCCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1
CHEMBL5188595,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CC(N(C)C)C2)cc1
CHEMBL5173703,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCCCF)cc2)CC1
CHEMBL5183493,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1C(F)(F)F
CHEMBL5179053,Cl.Cn1ccnc1C1NCCc2c1[nH]c1ccc(O)cc21
CHEMBL535832,Cl.NCCc1c[nH]c2ccc(O)cc12
CHEMBL4802921,Cc1cccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)c1
CHEMBL5181253,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3c1cccs1
CHEMBL5200288,Cc1ccc(C2NCCc3c2[nH]c2ccc(O)cc32)cc1.Cl
CHEMBL5203138,Cc1cccc(C2NCCc3c2[nH]c2ccc(F)cc32)c1.Cl
CHEMBL5176879,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3CCc1ccccc1
CHEMBL5077293,COc1ccccc1-c1cc(C2CCNC2)ccc1Cl
CHEMBL592752,Cc1ccc2c(c1)c1c(n2CCc2ccccc2)CCN(C)C1
CHEMBL5184703,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cn2)C2CCN(C)CC2)cc1
CHEMBL5189473,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCCCC(F)(F)F)cc2)CC1
CHEMBL5185362,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCC(F)(F)F)c(F)c2)CC1
CHEMBL5078731,CN(C)CCc1cn(CC2CC2)c2cccc(O)c12
CHEMBL5200788,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCC(F)(F)F)c(Br)c2)CC1
CHEMBL5094493,CCCN(CCC)CCc1ccc(Cl)c(-c2ccccc2OC)c1
CHEMBL5093342,CCCNCCc1ccc(Cl)c(-c2ccccc2OC)c1.Cl
CHEMBL4858338,Clc1ccc(-c2n[nH]cc2N2CCNCC2)cc1
CHEMBL3931889,COc1ccccc1-c1cc(CN(C)C)ccc1Cl
CHEMBL5074190,COc1ccccc1-c1cc(CCN(C)C)ccc1Cl
CHEMBL5200074,CC(C)OCc1ccc(CNC(=O)N(Cc2ccc(F)cn2)C2CCN(C)CC2)cc1
CHEMBL5173149,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OC(F)(F)C(F)(F)F)cc2)CC1
CHEMBL5197899,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc3c(c2)CC(C)(C)O3)CC1
CHEMBL5198741,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCCCCF)cc2)CC1
CHEMBL5188655,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3c1cccnc1F
CHEMBL5187568,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1O
CHEMBL5178732,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCCF)cc2)CC1
CHEMBL5181824,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(CCN(C)C)CC2)cc1
CHEMBL5199061,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)nn2)C2CCN(C)CC2)cc1
CHEMBL5200635,CC(C)COc1ccc(CNC(=O)N(Cc2ncc(F)cc2F)C2CCN(C)CC2)cc1
CHEMBL5198213,COc1ccc(C2NCCc3c2[nH]c2ccc(O)cc32)c(O)c1
CHEMBL5172222,COc1c(Br)cc([18F])cc1CCNCc1ccccc1O
CHEMBL5180016,C=CCOc1cc2c3c(c1OC)-c1cc(OC)c(OC)cc1C[C@@H]3N(C)CC2
CHEMBL5181814,COc1ccc(C(=O)N(Cc2ccc(C)cc2)C2CCN(C)CC2)cc1
CHEMBL5183799,CCCCCOc1cc2c3c(c1OC)-c1cc(OC)c(OC)cc1C[C@@H]3N(C)CC2
CHEMBL5184885,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1Br
CHEMBL4749189,Cc1ccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)cc1.Cl
CHEMBL5184449,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3c1cc2ccccc2s1
CHEMBL3980161,Cc1nc(C)n(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3nc4ccc(-c5noc(C)n5)cc4[nH]3)C[C@H]2C)n1
CHEMBL5181312,CCOc1cc2c3c(c1OC)-c1cc(OC)c(OC)cc1C[C@@H]3N(C)CC2
CHEMBL5188171,CCC(C)Oc1cc2c3c(c1OC)-c1cc(OC)c(OC)cc1C[C@@H]3N(C)CC2
CHEMBL3581244,CCOc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3
CHEMBL3581255,COc1cc2c(cc1OCc1ccccc1)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C
CHEMBL5198076,COc1cc(Br)c(OCC[18F])cc1CCNCc1ccccc1OC
CHEMBL5177333,COc1cc(CCNCc2ccccc2OC)c(OCC[18F])cc1Br
CHEMBL3581245,CCCCOc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3
CHEMBL308480,O=C1CC(CN2CCC(C(=O)c3ccc(F)cc3)CC2)Cc2ccccc21
CHEMBL155486,O=C1CC(CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2ccccc21
CHEMBL5171011,Oc1cccc2[nH]cc(C[C@H]3CCCN3)c12
CHEMBL5179287,Cc1ccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)c(C)c1.Cl
CHEMBL5197871,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1Cl
CHEMBL5185086,COc1cc2c(cc1OC)-c1c(OC)c(OCC3CC3)cc3c1[C@H](C2)N(C)CC3
CHEMBL228082,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3
CHEMBL4765074,CCCc1ccnc2c1CC[C@@H]1CNCCN21
CHEMBL5177386,CCC1NCCc2c1[nH]c1ccc(F)cc21.Cl
CHEMBL2181976,Cc1cc(C)cc(-c2nc(NC(=O)c3cccnc3)sc2-c2ccncc2)c1
CHEMBL5199912,[2H]C([2H])([2H])N1CCC[C@@H]1Cc1c[nH]c2cccc(F)c12
CHEMBL5094680,CCCCNCc1ccc(Cl)c(-c2ccccc2OC)c1
CHEMBL5091373,CNCCc1ccc(Cl)c(-c2ccccc2OC)c1.Cl
CHEMBL5184146,[2H]C([2H])(c1c[nH]c2cccc(O)c12)[C@H]1CCCN1C([2H])([2H])[2H]
CHEMBL5197725,[2H]C([2H])(c1c[nH]c2cccc(O)c12)[C@@H]1CCCN1
CHEMBL5178632,COc1cc(OC)c(C2NCCc3c2[nH]c2ccc(O)cc32)cc1OC.Cl
CHEMBL5197949,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3c1ccc2ccccc2c1
CHEMBL5207023,Cl.Oc1ccc(Br)cc1C1NCCc2c1[nH]c1ccc(Cl)cc21
CHEMBL5071818,CN(C)CCc1cn(CCF)c2cccc(O)c12
CHEMBL3581248,COc1cc2c(cc1OC(C)C)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C
CHEMBL3581254,C=CCOc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3
CHEMBL5194057,CCCCCCOc1cc2c3c(c1OC)-c1cc(OC)c(OC)cc1C[C@@H]3N(C)CC2
CHEMBL5174204,[2H]C([2H])(c1c[nH]c2cccc(F)c12)[C@H]1CCCN1
CHEMBL5174366,CCCCOc1cc2c3c(c1OC)-c1cc(OC)c(OC)cc1C[C@@H]3N(C)CC2
CHEMBL5184659,COc1cc2c(cc1OC)-c1c(OC)c(OC(C)C)cc3c1[C@H](C2)N(C)CC3
CHEMBL5175973,CCCCC(C)Oc1cc2c3c(c1OC)-c1cc(OC)c(OC)cc1C[C@@H]3N(C)CC2
CHEMBL3581246,CCCCCCOc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3
CHEMBL3581252,COc1cc2c(cc1OCC1CC1)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C
CHEMBL5191571,COc1cc(Br)c(OC)c(CCNCc2cccc(F)c2)c1
CHEMBL5080051,Oc1cccc2[nH]cc(CCN3CCC3)c12
CHEMBL5084249,CCN(CC)CCc1ccc(Cl)c(-c2ccccc2OC)c1
CHEMBL5203303,CCCC(C)Oc1cc2c3c(c1OC)-c1cc(OC)c(OC)cc1C[C@@H]3N(C)CC2
CHEMBL3581249,CCC(C)Oc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3
CHEMBL340807,COc1ccc2c3c([nH]c2c1)C(C)=NCC3
CHEMBL5090884,CCCCNCCc1ccc(Cl)c(-c2ccccc2OC)c1.Cl
CHEMBL5208018,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3c1cc(F)ccc1O
CHEMBL5169584,CCc1cc(OC)cc(CCNCc2cccc(F)c2)c1OC
CHEMBL5094181,O=C(NCCCn1ccnc1)c1cc2nc(-c3ccccc3)cc(-c3ccccc3)n2n1
CHEMBL5171360,[2H]C([2H])(c1c[nH]c2cccc(OC)c12)[C@H]1CCCN1C([2H])([2H])[2H]
CHEMBL5074880,CCNCc1ccc(Cl)c(-c2ccccc2OC)c1
CHEMBL5081379,CCCNCc1ccc(Cl)c(-c2ccccc2OC)c1
CHEMBL3581247,COc1cc2c(cc1OCCF)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C
CHEMBL5181183,COc1c(Br)cc([18F])cc1CCNCc1cccc2c1OCO2
CHEMBL5205718,[2H]C1([2H])CC(c2c[nH]c3cccc(O)c23)C([2H])([2H])N1C
CHEMBL5196563,[2H]C1([2H])CC(c2c[nH]c3cccc(OCc4ccccc4)c23)C([2H])([2H])N1
CHEMBL5290270,O=C(c1ccc(F)cc1)C1CCN(CCn2cnc3c(c2=O)CCCC3)CC1
CHEMBL4867560,COc1ccccc1-c1n[nH]cc1N1CCCNCC1
CHEMBL4852949,COc1ccc2ncc(F)c(C[C@H](O)[C@H]3OC[C@H](NCc4cc5c(nn4)OCCS5)CO3)c2n1
CHEMBL4747291,Cc1ccnc2c1CC[C@@H]1CNCCN21
CHEMBL4799299,C=C(F)COc1ccc2occc2c1[C@@H]1C[C@H]1CN.Cl
CHEMBL4796102,N#Cc1cccc(CCCc2cc(=O)c3c(O)cccc3o2)c1
CHEMBL4788651,COc1ccc2ncc(F)c(CC[C@@]3(O)CO[C@@H]4[C@@H](NCc5cc6c(cn5)OCCO6)CO[C@@H]43)c2n1
CHEMBL5271021,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NC(C4CC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O
CHEMBL4795943,CC1COCc2sc(NC(=S)Nc3ccccc3)c(C(=O)OC(C)(C)C)c21
CHEMBL4860503,COc1cccc(-c2n[nH]cc2N2CCCNCC2)c1
CHEMBL4852622,Cc1ccc(-c2n[nH]cc2N2CCNCC2)cc1
CHEMBL94644,COc1ccc(CC2NCCc3c2[nH]c2ccc(C)cc32)c(Br)c1OC
CHEMBL4871980,Fc1ccc(-c2n[nH]cc2N2CCNCC2)cc1
CHEMBL5280131,COc1ccc(CC2NCCc3c2[nH]c2cccc(I)c32)cc1OC
CHEMBL4795598,COc1ccc(CCCc2cc(=O)c3c(O)cccc3o2)cc1
CHEMBL4746138,O=c1cc(CCCc2ccc(Cl)cc2)oc2cccc(O)c12
CHEMBL4780204,O=c1cc(CCCc2ccc(F)cc2)oc2cccc(O)c12
CHEMBL5285512,COc1ccc2[nH]c3c(-c4cn(C)c5ccccc45)nccc3c2c1
CHEMBL4744176,CSc1nc(N[C@H](C(C)C)C2CC2)c2ncn([C@H]3[C@H](O)[C@H](O)[C@]4(CO)C[C@H]34)c2n1
CHEMBL4854605,Clc1ccc(-c2n[nH]cc2N2CCCNCC2)cc1
CHEMBL4868035,c1ccc(-c2n[nH]cc2N2CCCNCC2)cc1
CHEMBL4877051,COc1ccc(-c2n[nH]cc2N2CCNCC2)cc1
CHEMBL292521,CC[C@@H]1CN2CCc3c([nH]c4cccc(O)c34)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC
CHEMBL96480,COc1ccc(CC2NCCc3c2[nH]c2cc(C)c(C)cc32)cc1OC
CHEMBL5270056,COc1ccc(CC2NCCc3c2[nH]c2c(C)c(C)ccc32)c(Br)c1OC
CHEMBL3975325,c1ccc(-c2nccc3c2[nH]c2ccccc23)cc1
CHEMBL5193178,COc1ccccc1N1CCN(CC[C@@H](C(=O)N2CCCCCC2)c2ccccc2)CC1
CHEMBL5089613,C=C[C@H]1CN2CCc3c([nH]c4cccc(O)c34)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC
CHEMBL5082177,CCCN(CCC)Cc1ccc(Cl)c(-c2ccccc2OC)c1
CHEMBL4862745,c1ccc(-c2n[nH]cc2N2CCNCC2)cc1
CHEMBL5198376,COc1ccc(OC)c(C2NCCc3c2[nH]c2ccc(F)cc32)c1.Cl
CHEMBL5191889,Cc1ccc(O)c(C2NCCc3c2[nH]c2ccc(Cl)cc32)c1.Cl
CHEMBL5173661,CCCC(CCC)c1nc2c(Nc3ccc(Cl)c(Cl)c3)nc3ccccc3c2[nH]1
CHEMBL5208129,Cl.Oc1ccc(Cl)cc1C1NCCc2c1[nH]c1ccc(Cl)cc21
CHEMBL4762722,C=C(C)COc1ccc2occc2c1[C@@H]1C[C@H]1CN.Cl
CHEMBL4780527,O=c1cc(CCCc2cccc(C(F)(F)F)c2)oc2cccc(O)c12
CHEMBL479683,O=c1cc(CCc2ccccc2)oc2cccc(O)c12
CHEMBL5086982,COC(=O)C1=COC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12
CHEMBL4873077,Cc1ccc(CN2CCN(C(=O)C(=O)Nc3ccc4c(ccn4C)c3)CC2)cc1
CHEMBL4790230,O=c1cc(CCCc2cccc(Cl)c2)oc2cccc(O)c12
CHEMBL4781163,C=CCOc1ccc2oc(CC)cc2c1[C@H]1C[C@@H]1CN.Cl
CHEMBL4743625,O=c1cc(CCCc2ccc(C(F)(F)F)cc2)oc2cccc(O)c12
CHEMBL3126299,O=c1cc(CCCc2ccccc2)oc2cccc(O)c12
CHEMBL4863036,COc1ccc(-c2n[nH]cc2N2CCCNCC2)cc1
CHEMBL5071978,CCN(CC)Cc1ccc(Cl)c(-c2ccccc2OC)c1
CHEMBL4755344,COc1cccc(CCCc2cc(=O)c3c(O)cccc3o2)c1
CHEMBL4763861,Cc1cccc(CCCc2cc(=O)c3c(O)cccc3o2)c1
CHEMBL4783824,O=c1cc(CCCc2cccc(F)c2)oc2cccc(O)c12
CHEMBL4778636,OC[C@@]12C[C@@H]1[C@@H](n1ccc3c(NC(C4CCC4)C4CCC4)nc(Cl)nc31)[C@H](O)[C@@H]2O
CHEMBL4874854,Fc1ccccc1-c1n[nH]cc1N1CCNCC1
CHEMBL4876036,COc1ccccc1-c1n[nH]cc1N1CCNCC1
CHEMBL5187824,CCc1cc(=O)[nH]c(-n2nc(C)cc2NC(=O)c2ccccc2F)n1
CHEMBL5280298,c1ccc2cc(-c3nccc4c3[nH]c3ccccc34)ccc2c1
CHEMBL3309924,c1ccc2c(-c3nccc4c3[nH]c3ccccc34)c[nH]c2c1
CHEMBL4741776,Cc1ccc(CCCc2cc(=O)c3c(O)cccc3o2)cc1
CHEMBL4752604,Cl.NC[C@@H]1C[C@H]1c1c(OCC2CC2)ccc2occc12
CHEMBL4788883,CC(C)C(Nc1nc(Cl)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(CO)C[C@H]12)C(C)C
CHEMBL4751718,CC(C)[C@@H](Nc1nc(Cl)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(CF)C[C@H]12)C1CC1
CHEMBL4217846,c1cc2c(cn1)N1CCNC[C@H]1CC2
CHEMBL3612941,CCCNc1cc(C#Cc2ccc(Cl)s2)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(C(=O)NC)C[C@H]12
CHEMBL5277645,COc1ccc(CC2NCCc3c2[nH]c2cccc(SC)c32)cc1OC
CHEMBL431733,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O
CHEMBL5083414,NC(=O)[C@@H]1C[C@H](F)CN1Cc1ccc(OCc2cccc(F)c2)cc1
CHEMBL5188949,CCc1cc(=O)[nH]c(-n2nc(C)cc2NC(=O)c2cccc(C)c2)n1
CHEMBL96427,COc1ccc(CC2NCCc3c2[nH]c2c(C)cc(C)cc32)cc1OC
CHEMBL5182403,CCc1cc(=O)[nH]c(-n2nc(C)cc2NC(=O)c2ccc(C)c(C)c2)n1
CHEMBL5288004,CCOC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NC(C4CC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O
CHEMBL4872371,O=C(NCc1ccc2[nH]ccc2c1)N1CC(COc2ccc(C(F)(F)F)cc2)C1
CHEMBL4776820,N#Cc1ccc(N2CCN([C@H]3C=C(c4cc5ncccc5c(=O)[nH]4)CC3)CC2)cc1
CHEMBL5170576,COC(=O)Nc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(C)n2)ccn1
CHEMBL5193649,Cc1c(C(=O)N2CCC(c3ncc[nH]3)CC2)n[nH]c1-c1ccc(Cl)cc1
CHEMBL60533,CC[C@@H]1CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC
CHEMBL5286886,OC[C@]12C[C@@H]1[C@@H](n1cnc3c(NC(C4CC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O
CHEMBL4869695,Fc1ccc(-c2n[nH]cc2N2CCCNCC2)cc1
CHEMBL4847286,COc1ccc2ncc(F)c(C(O)C[C@H]3OC[C@H](NCc4cc5c(nn4)OCCS5)CO3)c2n1
CHEMBL1908863,COc1cc(CCNCc2ccccc2OC)c(OC)cc1I
CHEMBL95121,COc1ccc(CC2NCCc3c2[nH]c2ccc(C)cc32)c(Cl)c1OC
CHEMBL94655,COc1ccc(CC2NCCc3c2[nH]c2c(F)cc(F)cc32)cc1OC
CHEMBL5284094,COc1ccc(CC2NCCc3c2[nH]c2cccc(C)c32)cc1OC
CHEMBL494948,C[C@H](Cc1cccc(F)c1)Oc1nc(N2CCNC[C@H]2C)ncc1F
CHEMBL4743059,CC(C)[C@@H](Nc1nc(I)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(CO)C[C@H]12)C1CC1
CHEMBL5268604,Oc1ccc2[nH]c3c(-c4c[nH]c5ccccc45)nccc3c2c1
CHEMBL4209572,c1cnc2c(c1)CC[C@@H]1CNCCN21
CHEMBL5072247,CC[C@H]1CN2CCc3c([nH]c4cccc(O)c34)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC
CHEMBL5174205,Clc1ccc(Nc2nc3ccccc3c3[nH]c([C@@H]4C[C@@H]5CCC[C@@H](C5)C4)nc23)cc1Cl
CHEMBL5202029,CCc1cccc(C(=O)Nc2cc(C)nn2-c2nc(CC)cc(=O)[nH]2)c1
CHEMBL329479,c1ccc2c(CC3NCCc4c3[nH]c3ccccc43)cccc2c1
CHEMBL5187013,COc1cc2c(cc1OC)-c1c(OC)c(OCCF)cc3c1[C@H](C2)N(C)CC3
CHEMBL4861270,CCCC[C@H](NC(=O)[C@H](C)c1c(C)[nH]c2ccc(O)cc12)c1ncc(-c2cc3ccccc3nc2OC)[nH]1
CHEMBL5279881,CCc1cccc2[nH]c3c(c12)CCNC3Cc1ccc(OC)c(OC)c1
CHEMBL4746584,O=C(O)/C=C/C(=O)O.Oc1cccc(CNCCc2c[nH]c3cc(F)ccc23)c1
CHEMBL4750554,CN(C)c1cccc2c1ccn2S(C)(=O)=O
CHEMBL4175829,CCc1nc2c(N3CCNCC3)ccnc2n1Cc1cccc(F)c1
CHEMBL4863101,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCc3ccc(F)cc3)cccc21
CHEMBL4870158,CC(C)(C)OC(=O)N1CCCC(CNCCOc2cccc3c2CC(=O)N3Cc2ccccc2)C1
CHEMBL4777701,C[C@H](NCc1ccc(OCCCCN2CCN(c3cccc4c3ccn4Cc3cccc(Cl)c3)CC2)cc1)C(N)=O
CHEMBL4761469,C#CCN(C)Cc1ccc(OCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1
CHEMBL370779,O=S(=O)(c1ccccc1)n1ccc2c(N3CCNCC3)cccc21
CHEMBL4788022,COc1ccc(S(=O)(=O)NCCN2CCC(CCC(=O)c3cc(Cl)c(N)cc3OC)CC2)cc1Br
CHEMBL4852840,CC(C)(C)OC(=O)N1CCCC(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)C1
CHEMBL4862131,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCc3ccc(Cl)cc3)cccc21
CHEMBL4864854,COc1ccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)cc1
CHEMBL4863967,CC(=O)Oc1ccc(CNCCOc2cccc3c2CCN3S(=O)(=O)c2ccccc2)cc1
CHEMBL4874372,CC(=O)Oc1ccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2cccc3ccccc23)cc1
CHEMBL4784859,Clc1cccc(Cn2ccc3c(N4CCNCC4)cccc32)c1
CHEMBL4759927,O=S(=O)(c1ccccc1)n1cnc2c(N3CCNCC3)nccc21
CHEMBL4761198,CCN(C)C(=O)Oc1cccc(CNCCc2c[nH]c3cc(F)ccc23)c1.O=C(O)/C=C/C(=O)O
CHEMBL4750657,c1ccc(Cn2ccc3ccc(-c4ccncc4)cc32)cc1
