Ligand,Smiles
CHEMBL5178688,COc1ccccc1N1CCN(CCCN2CCN(C(=O)c3ccccn3)CC2)CC1
CHEMBL5277859,CCOC(=O)N1CCN(Cc2cnn(-c3ccc(Cl)cc3)c2)CC1
CHEMBL4846153,O=S(=O)(c1cccc(Cl)c1)n1ccc2c(N3CCNCC3)nc3ccccc3c21
CHEMBL269004,CCCN(CCC)[C@H]1CCc2c(O)cccc2C1
CHEMBL5276671,CCCN(CCCCCCCCCCN(CCC)[C@H]1CCc2c(O)cccc2C1)[C@@H]1CCc2c(O)cccc2C1
CHEMBL4862320,COc1ccc(C(=O)NCCCCN2CCO[C@@H]3c4ccccc4OC[C@H]32)cc1
CHEMBL4848199,O=C(NCCCCN1CCO[C@@H]2c3ccccc3OC[C@H]21)c1ccccc1
CHEMBL4862275,COc1ccc2c(c1)[C@H]1OCCN(CCCCNC(=O)C3CCCCC3)[C@@H]1CO2
CHEMBL4875195,CCc1cc(Cl)c(OC)c(C(=O)NCC2CCN(C)C2)c1O
CHEMBL4776840,O=S(=O)(c1ccccc1)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)C1COC1
CHEMBL4764639,CC(=O)NCc1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1
CHEMBL4760689,CC(=O)Nc1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1C
CHEMBL5178499,Nc1nc(NCCNc2ccccc2)nc(NCCc2c[nH]c3ccccc23)n1
CHEMBL5193103,O=c1n(CCCCCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)nc2ccccn12
CHEMBL5189101,O=c1n(CCCCCCN2CCN(c3cccc4c3OCCO4)CC2)nc2ccccn12
CHEMBL4742856,Cn1ccc2c(S(=O)(=O)N[C@@H]3CCN(CCCc4noc5ccccc45)C3)cccc21
CHEMBL4746563,CCCN(CCCN1CCN(c2ccccc2OC)CC1)C(=O)c1ccccc1
CHEMBL4759492,Cn1ccc2cc(S(=O)(=O)N[C@@H]3CCN(CCCc4noc5ccccc45)C3)ccc21
CHEMBL309372,COc1ccccc1N1CCN(Cc2nc3ccccc3[nH]2)CC1
CHEMBL4751170,Cl.Fc1ccc(-c2cncc(CN3CCN(c4cccc5c4OCCO5)CC3)c2)cc1
CHEMBL4761441,CCCN(CCCN1CCC(c2noc3cc(F)ccc23)CC1)C(=O)c1ccccc1
CHEMBL4750587,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1ccc(F)c(Cl)c1
CHEMBL5081136,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2C[C@@H](OCCCCNCCC(C(=O)N(C)C)(c3ccccc3)c3ccccc3)CN2)c1O
CHEMBL5087504,Oc1cccc(C(CCNCCCCN2CCN(c3ccccc3)CC2)c2cccc(O)c2)c1
CHEMBL5079536,Cc1c(S(=O)(=O)N[C@H]2C[C@H](C)N(CCCc3noc4cc(F)ccc34)C2)sc2ccc(Cl)cc12
CHEMBL4797996,C[C@H]1CN(CC[C@H]2CC[C@H](NC(=O)N3CCCC3)CC2)CCc2ccc(Cl)cc21
CHEMBL4780335,C[C@H]1CN(CC[C@H]2CC[C@H](NC(=O)c3ccco3)CC2)CCc2ccc(Cl)cc21
CHEMBL4761274,CCCC(=O)N[C@H]1CC[C@H](CCN2CCc3ccc(Cl)cc3[C@@H](C)C2)CC1
CHEMBL4758081,COC(=O)[C@@H]1[C@H]2C[C@@H]3N(CC[C@@]34C(=O)N(Cc3cccc(OC)c3)c3ccccc34)C[C@@H]2CC[C@@H]1OCc1cccc(OC)c1
CHEMBL132575,CCCN(CCC)C1CCC2=C(CCC/C2=N\O)C1
CHEMBL4779364,CC(=O)Nc1ccc(OCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1
CHEMBL4870716,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCOCC5)cc4)CC3)noc2c1
CHEMBL4860828,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCOCC5)cc4F)CC3)noc2c1
CHEMBL4846866,CN1CCN(Cc2ccc(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2)CC1
CHEMBL5184538,COc1ccccc1N1CCN(CCCCNc2nc(N)nc(NCCc3c[nH]c4ccccc34)n2)CC1
CHEMBL5197266,Nc1nc(NCCOc2cccc(Cl)c2Cl)nc(NCCc2c[nH]c3ccccc23)n1
CHEMBL4849107,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CCCCOc2ccc3c(c2)NC(=O)CC3)c1O
CHEMBL4799863,C[C@H]1CN(CC[C@H]2CC[C@H](NC(=O)N(C)C)CC2)CCc2ccc(Cl)cc21
CHEMBL5089348,O=S(=O)(CC1CCN(CCCc2noc3cc(F)ccc23)C1)c1ccc(C(F)(F)F)cc1
CHEMBL5083505,O=S(=O)(CC1CCN(CCCc2noc3cc(F)ccc23)C1)c1cccc(F)c1
CHEMBL5082182,O=S(=O)(CC1CCN(CCCc2noc3cc(F)ccc23)C1)c1cccc(Cl)c1
CHEMBL4864863,CCCCC(Oc1cc(Cl)ccc1Cl)c1nc(N)nc(N2CCN(C)CC2)n1
CHEMBL4875709,CN1CC=C(C2=Nc3cc(F)ccc3Nc3ccc(Cl)cc32)CC1
CHEMBL4750660,[O-][S+](CCNC1CCN(Cc2ccc(F)cc2)CC1)C(c1ccc(F)cc1)c1ccc(F)cc1
CHEMBL4798638,OC(CNC1CCN(CCSC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)Cc1ccccc1
CHEMBL4848062,COc1nc(C2=NOC(C3CC3)C(c3ccc(Cl)cc3)N2)ccc1-n1cnc(C)c1
CHEMBL5073754,CN(C)C(=O)C(CCNCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)(c1ccccc1)c1ccccc1
CHEMBL5076359,COc1cccc(C(=CCNCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c2cccc(OC)c2)c1
CHEMBL4778666,CN1CCCCC1CCN1c2ccc(Br)cc2[Se]c2cc(Br)ccc21.Cl
CHEMBL5219240,CN1CCN(c2nc(N)nc(C(C)(C)Sc3ccc4ccccc4c3)n2)CC1
CHEMBL4760105,CCc1nc2c(N3CCNCC3)nccc2n1S(=O)(=O)c1cccc(F)c1
CHEMBL4764883,C[C@H]1CO[C@@H](c2ccc(N)nc2)CN1CC(O)CCNC(=O)c1cc2ccccc2[nH]1
CHEMBL5274482,CN(CC(=O)NC(C)(C)C)C(=O)CCCN1CCN(c2cccc(Cl)c2Cl)CC1
CHEMBL4876926,COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1cccc(Br)c1)CC2
CHEMBL4848910,COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1ccc(Br)cc1)CC2
CHEMBL4876611,COc1ccccc1C1CC1CNCC[C@H]1CC[C@H](NC(=O)c2ccccc2)CC1
CHEMBL5170808,Nc1nc(N)nc(NCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)n1
CHEMBL146246,NS(=O)(=O)c1ccc(N2CCN(CCC3OCCc4ccccc43)CC2)cc1
CHEMBL38262,Cc1ccc(N2CCN(CCC3NC(=O)c4ccccc43)CC2)cc1C
CHEMBL4750939,CCN(C)C(=O)N[C@H]1CC[C@H](CCN2CCc3ccc(Cl)cc3[C@@H](C)C2)CC1
CHEMBL4779969,C[C@H]1CN(CC[C@H]2CC[C@H](N3C(=O)CCC3=O)CC2)CCc2ccc(Cl)cc21
CHEMBL4777207,O=C(c1ccccc1)N(CCCN1CCN(c2cccc(Cl)c2Cl)CC1)CC1CC1
CHEMBL4742201,CN(C)CCN1C(=O)c2ccccc2N(C)C(=O)c2ccccc21
CHEMBL4760655,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1ccc2cc(Cl)ccc2c1
CHEMBL4763837,O=C1NCC(=O)N(CCCCN2CCN(c3cccc4sccc34)CC2)c2cc(F)ccc21
CHEMBL4791063,O=C(c1ccc(F)cc1F)N1CCC(NCCSC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
CHEMBL4794963,CC(=O)Nc1ccc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1
CHEMBL4752859,CC(C)N(CCCN1CCN(c2cccc(Cl)c2Cl)CC1)C(=O)c1ccccc1
CHEMBL4784228,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1cccc(Cl)c1
CHEMBL4763106,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccc(Cl)cc2s1
CHEMBL4754193,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccc(F)cc2s1
CHEMBL4762226,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccc(F)cc2s1
CHEMBL5267958,C[C@H]1CO[C@@H](c2ccc(N)nc2)CN1CC[C@@H]1CC[C@H](CNC(=O)c2cc3ccccc3[nH]2)C1
CHEMBL5171721,O=C(O)C(=O)O.O=C1CCc2ccccc2N1CCN1CCN(c2ccccc2)CC1
CHEMBL5209074,Cc1ccccc1N1CCN(CCCN2C(=O)CCc3ccccc32)CC1.O=C(O)C(=O)O
CHEMBL5198170,O=C(O)C(=O)O.O=C1CCc2ccccc2N1CCCN1CCN(c2ccccc2[N+](=O)[O-])CC1
CHEMBL4293999,O=C(CCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2c3c(c1)CCN3C(=O)CC2
CHEMBL5176374,N#Cc1cccnc1N1CCN(CCCN2CCN(c3ccccc3)CC2)CC1
CHEMBL4857166,COc1ccc(C(=O)NCc2ccccc2CN2CCc3cc(OC)c(O)cc3C2)cc1
CHEMBL5093250,O=S(=O)(CC1CCN(CCCc2noc3cc(F)ccc23)C1)c1ccc(F)c(F)c1
CHEMBL5288557,O=C(Cn1c(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc2ccccc21)NCc1ccccc1
CHEMBL5194270,Nc1nc(N)nc(NCCCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)n1
CHEMBL310843,Clc1ccc(N2CCN(Cc3cc4ccccn4n3)CC2)cc1
CHEMBL4794013,CC(C)N(CCCN1CCC(c2noc3cc(F)ccc23)CC1)C(=O)c1ccccc1
CHEMBL4745192,CCCN(CCCN1CCN(c2cccc(Cl)c2Cl)CC1)C(=O)c1ccccc1
CHEMBL5077755,O=S(=O)(CC1CCN(CCCc2noc3cc(F)ccc23)C1)c1ccc(Cl)c(Cl)c1
CHEMBL5290330,CC(C)(C)N1C=CN(C(=O)CCCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1=O
CHEMBL5172819,O=C1CCc2ccc(OCCCCN3CCN(C(=O)c4ccccn4)CC3)cc2N1
CHEMBL5070958,NCCCCN(C[C@H]1Cc2ncccc2CN1)[C@H]1CCCc2cccnc21
CHEMBL5092755,Cc1ccc(S(=O)(=O)CC2CCN(CCCc3noc4cc(F)ccc34)C2)cc1C
CHEMBL5080719,C[C@H]1C[C@H](NS(=O)(=O)c2cc3ccccc3o2)CN1CCCc1noc2cc(F)ccc12
CHEMBL5081505,c1cnc2c(c1)CN[C@@H](CN(CCCC1CCNCC1)[C@H]1CCCc3cccnc31)C2
CHEMBL4870374,Cc1cccc(S(=O)(=O)n2ccc3c(N4CCNCC4)nc4ccccc4c32)c1
CHEMBL2414991,CN1CCc2cc(O)c(O)c3c2C1Cc1ccccc1-3
CHEMBL5188796,O=C(O)C(=O)O.O=C1CCc2ccccc2N1CCCCCN1CCN(c2ccccc2)CC1
CHEMBL4741978,C#CCN(C)Cc1ccc(OCCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1
CHEMBL5201719,Nc1nc(NCCc2c[nH]c3ccccc23)nc(N2CCN(c3cccc(Cl)c3Cl)CC2)n1
CHEMBL5200023,Cn1nc(C(=O)N2CCN(CCN3CCN(c4cccc(Cl)c4Cl)CC3)CC2)c2ccccc21
CHEMBL5077178,O=S(=O)(CC1CCN(CCCc2noc3cc(F)ccc23)C1)c1ccc(F)cc1
CHEMBL5093017,C[C@H]1C[C@H](NS(=O)(=O)c2ccc(F)c(Cl)c2)CN1CCCc1noc2cc(F)ccc12
CHEMBL5185787,O=c1n(CCCCCCN2CCN(c3cccc4ccccc34)CC2)nc2ccccn12
CHEMBL5177716,O=c1n(Cc2ccc(CN3CCN(c4ccc(Cl)cc4)CC3)cc2)nc2ccccn12
CHEMBL436274,Clc1ccc2c(c1)C(N1CCN(CCc3ccccc3)CC1)=Nc1cccnc1N2
CHEMBL5287555,CN(C[C@@H]1C[C@H]1CCNC(=O)c1cc2ccccc2[nH]1)[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1
CHEMBL4464060,CCCN1CC(c2ccc(N)nc2)OC[C@@H]1C
CHEMBL5288831,C[C@H]1CO[C@@H](c2ccc(N)nc2)CN1C/C=C1\CCC(CNC(=O)c2cc3ccccc3[nH]2)C1
CHEMBL5189785,CCCN(CCN1CCN(c2ccc(-c3ccccn3)nc2)CC1)[C@H]1CCc2nc(N)sc2C1
CHEMBL89921,Cc1ccc2c3c(c(=O)oc2c1)CN(Cc1ccc(Cl)cc1)CC3
CHEMBL5080305,Cc1cccc(S(=O)(=O)CC2CCN(CCCc3noc4cc(F)ccc34)C2)c1
CHEMBL5178472,N/C(=N\C(=O)NCc1ccccc1)NCCCc1cnc(N)s1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F
CHEMBL5079903,N#CC(CCN1CCN(c2cccc(Cl)c2Cl)CC1)(c1ccccc1)c1ccccc1
CHEMBL5083473,CCc1cccc(N2CCN(CCC(c3cccc(O)c3)c3cccc(OC)c3)CC2)c1Cl
CHEMBL5190020,COc1ccccc1NCCNc1nc(N)nc(NCCc2c[nH]c3ccccc23)n1
CHEMBL5171734,Nc1nc(NCCNc2cccc(Cl)c2Cl)nc(NCCc2c[nH]c3ccccc23)n1
CHEMBL4878826,O=C(NCCCCN1CCO[C@@H]2c3ccccc3OC[C@H]21)c1ccc(Cl)cc1
CHEMBL4855711,O=C(NCCCCN1CCO[C@@H]2c3ccccc3OC[C@H]21)c1cccs1
CHEMBL4857350,Cc1cc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccc1CN1CCCC1
CHEMBL4865735,Fc1ccc2c(C3CCN(CCCOc4ccc(CN5CCCCC5)cc4)CC3)noc2c1
CHEMBL4877973,Cc1cc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccc1CN1CCOCC1
CHEMBL4873319,COc1cc(CN2CCOCC2)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1
CHEMBL4861193,CC1CCN(CCc2ccc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2)CC1
CHEMBL4857918,CN1CCN(CCc2ccc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2)CC1
CHEMBL8412,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1
CHEMBL4743284,Cl.Fc1ccc(CCCCN2CCN(c3cccc(-c4ccccc4)n3)CC2)cc1
CHEMBL5273776,CN(CC[C@@H]1CC[C@@H](CNC(=O)c2cc3ccccc3[nH]2)C1)[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1
CHEMBL5283457,CN(C)CCc1cc(O)c(O)c2c1CCc1ccccc1-2
CHEMBL5286231,COC1=CC2CCN(C)C3CC(c4ccccc4)C(=C1OC)C23
CHEMBL5178994,COc1ccccc1N1CCN(CCCN2CCN(C(=O)c3ccccc3)CC2)CC1
CHEMBL5201798,N#Cc1cccnc1N1CCN(CCCCOc2ccc3c(c2)NC(=O)CC3)CC1
CHEMBL5182877,COc1ccccc1N1CCN(CCCN2CCN(c3ncccc3C#N)CC2)CC1
CHEMBL4750607,OC(Cc1ccccc1)CN1CCC(NCCSC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
CHEMBL4741279,O=C(c1ccc(F)cc1)N1CCC(NCCSC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
CHEMBL4434865,c1ccc(Cc2cn(C3CCN(Cc4ccccc4)CC3)nn2)cc1
CHEMBL5087543,CN(C)C(=O)C(CCNCCC(O)CN1CCN(c2cccc(Cl)c2Cl)CC1)(c1ccccc1)c1ccccc1
CHEMBL5196828,COc1ccccc1N1CCN(CCN2CCN(c3ncccc3C#N)CC2)CC1
CHEMBL5199820,Nc1nc(NCCc2c[nH]c3ccccc23)nc(NCCN2CCN(c3ccccc3)CC2)n1
CHEMBL5194614,Nc1nc(NCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc(NCCc2c[nH]c3ccccc23)n1
CHEMBL5194826,Nc1nc(NCCc2c[nH]c3ccccc23)nc(N2CCN(c3ccccc3)CC2)n1
CHEMBL5174637,COc1ccccc1CCNc1nc(N)nc(NCCc2c[nH]c3ccccc23)n1
CHEMBL5076569,NCCCCN(C[C@H]1Cc2cccnc2CN1)[C@H]1CCCc2cccnc21
CHEMBL841,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
CHEMBL5089932,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CCCCNCCC(C(=O)N(C)C)(c2ccccc2)c2ccccc2)c1O
CHEMBL5186821,Nc1nc(N)nc(NCCCCN2CCN(c3ccccc3)CC2)n1
CHEMBL5079053,CCc1cc(Cl)c(OC)c(C(=O)NCC2CCCN2CC(=O)N2CCC(c3ccccc3)(c3ccccc3)C2)c1O
CHEMBL5075726,CCOC(=O)/C=C1\[C@@H]2CCC[C@@]1(c1cccc(O)c1)CCN2CCN1CCN(c2cccc(Cl)c2Cl)CC1
CHEMBL5176229,N/C(=N\C(=O)NCCCCCCNC(=O)/N=C(\N)NCCCc1nnc(N)s1)NCCCc1nnc(N)s1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F
CHEMBL5201984,O=c1n(CCCCCCN2CCN(c3cccc(Cl)c3)CC2)c2cccc3c2n1CCC3
CHEMBL5204088,O=S1(=O)N(CCCCCCN2CCN(c3cccc(Cl)c3)CC2)c2cccc3c2N1CCC3
CHEMBL5184911,CC(NC(=O)/N=C(\N)NCCCc1nnc(N)s1)c1cccc(F)c1.Cl.Cl
CHEMBL4445841,Cn1ccc2c(N3CCN(CCCCOc4ccc5c(c4)NC(=O)CC5)CC3)cccc21
CHEMBL5278254,CN1CCN(C(=O)CCCN2CCN(c3cccc(Cl)c3Cl)CC2)C(C(=O)NC(C)(C)C)C1
CHEMBL4747225,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1ccc2ccccc2c1
CHEMBL4753094,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccccc2o1
CHEMBL5197911,COc1ccccc1N1CCN(CCCCCCNc2nc(N)nc(N)n2)CC1
CHEMBL71838,CNC(=O)c1ccc2c(c1)CCO[C@H]2CCN1CCN(c2ccc(OC)cc2)CC1
CHEMBL5273758,CN1CCC2C=C(O)C(O)=C3C(c4ccccc4)CC1C32
CHEMBL5285185,C=CCN1CCC2C=C(O)C(O)=C3C(c4ccccc4)CC1C32
CHEMBL5171776,Cc1cc(C)n2c1C=[N+]1[N+](=C3C=CC=C(NCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)N3[B-]1(F)F)[B-]2(F)F
CHEMBL4855019,COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1ccc3ccccc3c1)CC2
CHEMBL4855361,COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1ccc(I)cc1)CC2
CHEMBL4847379,CCC(Oc1ccccc1)c1nc(N)nc(N2CCN(C)CC2)n1
CHEMBL5279818,COc1cc(CCN(C)C)c2c(c1OC)-c1ccccc1CC2
CHEMBL5177186,Nc1nc(NCCc2cccc(Cl)c2Cl)nc(NCCc2c[nH]c3ccccc23)n1
CHEMBL5274672,Cn1c(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc(-c2ccccc2)c1C(=O)NC(C)(C)C
CHEMBL596,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
CHEMBL77563,Clc1ccccc1N1CCN(Cc2nc3ccccc3[nH]2)CC1
CHEMBL5092243,CCc1cccc(N2CCN(CCC(c3cccc(OC)c3)c3cccc(OC)c3)CC2)c1Cl
CHEMBL5088070,CCc1cccc(N2CCN(CCC(C(=O)N(C)C)(c3ccccc3)c3ccccc3)CC2)c1Cl
CHEMBL305276,CN1C(=O)C(N2CCN(Cc3ccc(Cl)cc3)CC2)Cc2ccccc21
CHEMBL5291065,C[C@H]1CO[C@@H](c2ccc(N)nc2)CN1CCC1CCC(CNC(=O)c2cc3ccccc3[nH]2)C1
CHEMBL5207676,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C3C=CC=C(NCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)N3[B-](F)(F)[N+]1=C2
CHEMBL5197956,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C3C=CC=C(NCCCCN4CCN(c5ccccc5OC)CC4)N3[B-](F)(F)[N+]1=C2
CHEMBL5273880,CC(C)(C)NC(=O)Cn1c(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc2ccccc21
CHEMBL5286161,CN(C[C@H]1C[C@@H]1CCNC(=O)c1cc2ccccc2[nH]1)[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1
CHEMBL4086515,CN1CCN(c2nc(N)nc(Cc3c[nH]c4ccccc34)n2)CC1
CHEMBL5191299,N#Cc1ccccc1N1CCN(CCCN2C(=O)CCc3ccccc32)CC1.O=C(O)C(=O)O
CHEMBL5172871,O=C(O)C(=O)O.O=C1CCc2ccccc2N1CCCN1CCN(c2ncccn2)CC1
CHEMBL5280979,O=C(Cn1c(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc2ccccc21)NC1CCCCC1
CHEMBL5279691,Cc1cc(C(F)(F)F)nc(Nc2ccccc2-c2nnn[nH]2)n1
CHEMBL4462108,Fc1ccc(CCCCN2CCN(c3ccc(Cl)cn3)CC2)cc1
CHEMBL4878121,COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1ccccc1OC)CC2
CHEMBL92489,Cc1ccc2c3c(c(=O)oc2c1)CN(Cc1ccccc1)CC3
CHEMBL5208845,C[C@@H](NC(=O)/N=C(\N)NCCCc1nnc(N)s1)c1ccccc1.Cl.Cl
CHEMBL5200771,CCCCCCNC(=O)/N=C(\N)NCCCc1nnc(N)s1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F
CHEMBL5075014,O=C(NCCCCN1CC[C@]2(c3cccc(O)c3)CCC[C@H]1[C@@H]2O)c1cc2ccccc2[nH]1
CHEMBL5280364,CCOC(=O)c1[nH]c2ccc(F)cc2c1CN1CCN(c2ccccc2)CC1
CHEMBL325710,CCCN(CCC)C1Cc2cc3nc(N)sc3cc2C1
CHEMBL91938,COc1ccc2c3c(c(=O)oc2c1)CN(Cc1ccc(C(F)(F)F)cc1)CC3
CHEMBL91524,COc1ccc2c3c(c(=O)oc2c1)CN(c1ccccc1)CC3
CHEMBL328054,COc1ccc2c3c(c(=O)oc2c1)CN(Cc1ccccc1)CC3
CHEMBL5082650,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(OCCCN3CCCCC3)ccc1C2=O
CHEMBL5195091,O=C(c1ccccc1)N1CCN(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1
CHEMBL5172673,O=c1n(CCCCCCN2CCN(c3cccc4cccnc34)CC2)nc2ccccn12
CHEMBL1442422,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21
CHEMBL4114766,CC(C)(C)/C=C(\C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1
CHEMBL5202592,Cc1ccc(CC(C)CNC(=O)/N=C(\N)NCCCc2cnc(N)s2)cc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F
CHEMBL5186688,O=c1n(Cc2ccc(CN3CCN(c4cccc(Cl)c4)CC3)cc2)nc2ccccn12
CHEMBL2414990,COc1cc2c3c(c1OC)-c1ccccc1CC3N(C)CC2
CHEMBL5275349,O=C(Cn1c(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc2cc(Br)c(Br)cc21)NC1CCCCC1
CHEMBL4096543,CC(C)Oc1cccnc1N(C)C1CCN(Cc2ccc(I)cc2)CC1
CHEMBL5182383,S=c1n(CCCCCCN2CCN(c3cccc(Cl)c3)CC2)c2cccc3c2n1CCC3
CHEMBL518924,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21
CHEMBL5204274,O=C(NCCCCCCn1nc2ccccn2c1=O)N1CCN(c2cccc(Cl)c2)CC1
CHEMBL4869198,O=C1c2ccccc2S(=O)(=O)N1CCCCCN1CCN(c2cccc(Cl)c2Cl)CC1
CHEMBL4867565,O=S(=O)(c1cccc(F)c1)n1ccc2c(N3CCNCC3)nc3ccccc3c21
CHEMBL4876727,CCC(Oc1cc(Cl)cc(Cl)c1)c1nc(N)nc(N2CCN(C)CC2)n1
CHEMBL5202120,Nc1nc(N)nc(NCCCCCN2CCN(c3ccccc3)CC2)n1
CHEMBL5205324,Nc1nc(N)nc(NCCCCCCN2CCN(c3ccccc3)CC2)n1
CHEMBL5080654,CCOC(=O)/C=C1\[C@@H]2CCC[C@@]1(c1cccc(O)c1)CCN2CCc1ccccc1
CHEMBL5197737,COc1ccccc1N1CCN(CCCCNc2nc(N)nc(N)n2)CC1
CHEMBL5187317,COc1ccccc1N1CCN(CCCCCNc2nc(N)nc(N)n2)CC1
CHEMBL5189520,COc1ccccc1OCCNc1nc(N)nc(NCCc2c[nH]c3ccccc23)n1
CHEMBL5082465,CCOC(=O)/C=C1\[C@@H]2CCC[C@@]1(c1cccc(O)c1)CCN2CCCCNC(=O)c1cc2ccccc2[nH]1
CHEMBL3091687,NCCCCN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21
CHEMBL5280481,C[C@H]1CO[C@@H](c2ccc(N)nc2)CN1CC[C@@H]1CC[C@@H](CNC(=O)c2cc3ccccc3[nH]2)C1
CHEMBL5286603,C[C@H]1CO[C@@H](c2ccc(N)nc2)CN1C[C@H]1C[C@H]1CCNC(=O)c1cc2ccccc2[nH]1
CHEMBL5191370,NC(=O)N1CCN(c2cccc(Cl)c2)CC1
CHEMBL5086564,CCOC(=O)/C=C1\[C@@H]2CCC[C@@]1(c1cccc(O)c1)CCN2C[C@@H]1C[C@H]1CCNC(=O)c1cc2ccccc2[nH]1
CHEMBL5205697,N#Cc1cccnc1N1CCN(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1
CHEMBL329126,COc1ccc2c3c(c(=O)oc2c1)CN(Cc1ccc(C)cc1)CC3
CHEMBL5181007,CCCN(CCN1CCN(c2ccnc3c(O)cccc23)CC1)[C@H]1CCc2nc(N)sc2C1
CHEMBL140099,N#Cc1ccc2[nH]c(CN3CCN(c4ccccc4)CC3)cc2c1
CHEMBL143761,N#Cc1ccc2[nH]c(CN3CCN(c4ccc(F)cc4)CC3)cc2c1
CHEMBL5285358,O/N=C/c1c(CN2CCN(c3ccccc3)CC2)[nH]c2ccccc12
CHEMBL5277640,CCCN1C[C@H](c2ccc(N)nc2)OC[C@@H]1C
CHEMBL5188923,O=C(c1ccccn1)N1CCN(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1
CHEMBL5170927,N#Cc1cccnc1N1CCN(CCCOc2ccc3c(c2)NC(=O)CC3)CC1
